Subj,Cond,Block,Trial,Order,Resp,Name,Stim,RT,load,maspref,vmaspref,nfcp,nfcn,fii,icp,icn,nfc,ic
61,1,1,63,6,8,8,Slide29.bmp,5760,6,2,0,8,6,17,20,6,2,14
,,,,,,,,,,,,,,,,,,
61,1,1,36,5,6,6,Slide24.bmp,11480,6,6,0,8,6,17,20,6,2,14
,,,,,,,,,,,,,,,,,,
62,1,1,66,41,2,2,Slide32.bmp,2772,7,0,8,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
62,1,1,49,38,7,7,Slide26.bmp,2626,7,7,0,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
62,1,1,23,37,5,5,Slide22.bmp,2463,7,5,0,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
62,1,1,40,25,3,3,Slide32.bmp,2461,6,0,7,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
62,1,1,24,22,5,5,Slide23.bmp,6979,6,5,0,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
62,1,1,63,21,5,5,Slide29.bmp,13243,6,5,0,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
62,1,1,27,17,8,8,Slide32.bmp,7244,1,0,8,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
62,1,1,11,14,5,5,Slide21.bmp,3434,1,5,0,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
62,1,1,62,13,6,6,Slide28.bmp,6315,1,6,0,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
62,1,1,14,9,8,8,Slide32.bmp,4653,4,0,2,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
62,1,1,50,6,4,4,Slide27.bmp,11349,4,6,0,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
62,1,1,36,5,5,5,Slide24.bmp,8738,4,5,0,9,7,23,20,9,2,11
,,,,,,,,,,,,,,,,,,
63,1,1,53,33,5,5,Slide32.bmp,1898,1,0,5,4,7,17,19,8,-3,11
,,,,,,,,,,,,,,,,,,
63,1,1,36,30,8,8,Slide24.bmp,3730,1,8,0,4,7,17,19,8,-3,11
,,,,,,,,,,,,,,,,,,
63,1,1,50,29,6,6,Slide27.bmp,5701,1,4,0,4,7,17,19,8,-3,11
,,,,,,,,,,,,,,,,,,
63,1,1,27,17,9,9,Slide32.bmp,3698,2,0,9,4,7,17,19,8,-3,11
,,,,,,,,,,,,,,,,,,
63,1,1,24,14,2,2,Slide23.bmp,3646,2,8,0,4,7,17,19,8,-3,11
,,,,,,,,,,,,,,,,,,
63,1,1,11,13,3,3,Slide21.bmp,5773,2,7,0,4,7,17,19,8,-3,11
,,,,,,,,,,,,,,,,,,
63,1,1,14,9,1,1,Slide32.bmp,2104,4,0,9,4,7,17,19,8,-3,11
,,,,,,,,,,,,,,,,,,
63,1,1,49,6,5,5,Slide26.bmp,9608,4,5,0,4,7,17,19,8,-3,11
,,,,,,,,,,,,,,,,,,
63,1,1,37,5,4,4,Slide25.bmp,10066,4,6,0,4,7,17,19,8,-3,11
,,,,,,,,,,,,,,,,,,
64,1,1,66,41,2,2,Slide32.bmp,2692,6,0,8,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
64,1,1,24,38,2,2,Slide23.bmp,1684,6,8,0,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
64,1,1,50,37,6,6,Slide27.bmp,9661,6,4,0,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
64,1,1,40,25,2,2,Slide32.bmp,2657,1,0,8,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
64,1,1,36,22,7,7,Slide24.bmp,5997,1,7,0,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
64,1,1,10,21,3,3,Slide20.bmp,3134,1,3,0,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
64,1,1,27,17,8,8,Slide32.bmp,3053,4,0,8,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
64,1,1,49,14,5,5,Slide26.bmp,11078,4,5,0,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
64,1,1,62,13,7,7,Slide28.bmp,5026,4,7,0,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
64,1,1,14,9,7,7,Slide32.bmp,8276,2,0,3,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
64,1,1,63,6,6,6,Slide29.bmp,13411,2,4,0,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
64,1,1,23,5,4,4,Slide22.bmp,18010,2,4,0,8,8,23,13,9,0,4
,,,,,,,,,,,,,,,,,,
65,1,1,66,41,6,6,Slide32.bmp,1905,2,0,4,9,6,17,17,15,3,2
,,,,,,,,,,,,,,,,,,
65,1,1,10,38,3,3,Slide20.bmp,4712,2,3,0,9,6,17,17,15,3,2
,,,,,,,,,,,,,,,,,,
65,1,1,11,37,4,4,Slide21.bmp,4819,2,6,0,9,6,17,17,15,3,2
,,,,,,,,,,,,,,,,,,
65,1,1,40,25,3,3,Slide32.bmp,3359,1,0,7,9,6,17,17,15,3,2
,,,,,,,,,,,,,,,,,,
65,1,1,63,22,3,3,Slide29.bmp,8896,1,7,0,9,6,17,17,15,3,2
,,,,,,,,,,,,,,,,,,
65,1,1,62,21,8,8,Slide28.bmp,9373,1,8,0,9,6,17,17,15,3,2
,,,,,,,,,,,,,,,,,,
65,1,1,27,17,3,3,Slide32.bmp,5150,4,0,3,9,6,17,17,15,3,2
,,,,,,,,,,,,,,,,,,
65,1,1,24,14,6,6,Slide23.bmp,11102,4,4,0,9,6,17,17,15,3,2
,,,,,,,,,,,,,,,,,,
65,1,1,36,13,6,6,Slide24.bmp,9060,4,6,0,9,6,17,17,15,3,2
,,,,,,,,,,,,,,,,,,
66,1,1,53,33,9,9,Slide32.bmp,955,2,0,9,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
66,1,1,11,30,4,4,Slide21.bmp,10348,2,6,0,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
66,1,1,50,29,8,8,Slide27.bmp,4704,2,2,0,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
66,1,1,40,25,6,6,Slide32.bmp,2473,4,0,4,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
66,1,1,10,22,6,6,Slide20.bmp,8879,4,6,0,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
66,1,1,24,21,2,2,Slide23.bmp,2589,4,8,0,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
66,1,1,27,17,7,7,Slide32.bmp,2100,1,0,7,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
66,1,1,49,14,9,9,Slide26.bmp,6016,1,9,0,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
66,1,1,62,13,8,8,Slide28.bmp,6550,1,8,0,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
66,1,1,14,9,4,4,Slide32.bmp,4127,6,0,6,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
66,1,1,63,6,1,1,Slide29.bmp,2685,6,9,0,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
66,1,1,23,5,2,2,Slide22.bmp,8853,6,2,0,6,6,13,20,10,0,10
,,,,,,,,,,,,,,,,,,
67,1,1,66,41,1,1,Slide32.bmp,631,6,0,9,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
67,1,1,37,38,2,2,Slide25.bmp,2127,6,8,0,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
67,1,1,24,37,2,2,Slide23.bmp,1981,6,8,0,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
67,1,1,53,33,5,5,Slide32.bmp,1662,1,0,5,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
67,1,1,23,30,6,6,Slide22.bmp,3823,1,6,0,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
67,1,1,10,29,6,6,Slide20.bmp,5842,1,6,0,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
67,1,1,27,17,8,8,Slide32.bmp,1712,2,0,8,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
67,1,1,49,14,7,7,Slide26.bmp,3619,2,7,0,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
67,1,1,62,13,8,8,Slide28.bmp,4293,2,8,0,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
67,1,1,14,9,7,7,Slide32.bmp,3551,4,0,3,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
67,1,1,50,6,3,3,Slide27.bmp,5229,4,7,0,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
67,1,1,36,5,7,7,Slide24.bmp,10534,4,7,0,7,5,19,19,10,2,9
,,,,,,,,,,,,,,,,,,
68,1,1,53,33,8,8,Slide32.bmp,2447,6,0,8,5,5,21,19,9,0,10
,,,,,,,,,,,,,,,,,,
68,1,1,49,30,4,4,Slide26.bmp,7527,6,4,0,5,5,21,19,9,0,10
,,,,,,,,,,,,,,,,,,
68,1,1,50,29,3,3,Slide27.bmp,4229,6,7,0,5,5,21,19,9,0,10
,,,,,,,,,,,,,,,,,,
68,1,1,40,25,4,4,Slide32.bmp,2670,2,0,6,5,5,21,19,9,0,10
,,,,,,,,,,,,,,,,,,
68,1,1,23,22,5,5,Slide22.bmp,4596,2,5,0,5,5,21,19,9,0,10
,,,,,,,,,,,,,,,,,,
68,1,1,37,21,1,1,Slide25.bmp,3637,2,9,0,5,5,21,19,9,0,10
,,,,,,,,,,,,,,,,,,
68,1,1,27,17,8,8,Slide32.bmp,3192,1,0,8,5,5,21,19,9,0,10
,,,,,,,,,,,,,,,,,,
68,1,1,11,14,3,3,Slide21.bmp,10795,1,7,0,5,5,21,19,9,0,10
,,,,,,,,,,,,,,,,,,
68,1,1,10,13,7,7,Slide20.bmp,7568,1,7,0,5,5,21,19,9,0,10
,,,,,,,,,,,,,,,,,,
69,1,1,66,41,1,1,Slide32.bmp,661,1,0,9,9,5,21,24,11,4,13
,,,,,,,,,,,,,,,,,,
69,1,1,63,38,1,1,Slide29.bmp,1469,1,9,0,9,5,21,24,11,4,13
,,,,,,,,,,,,,,,,,,
69,1,1,24,37,1,1,Slide23.bmp,2681,1,9,0,9,5,21,24,11,4,13
,,,,,,,,,,,,,,,,,,
69,1,1,40,25,4,4,Slide32.bmp,1824,4,0,6,9,5,21,24,11,4,13
,,,,,,,,,,,,,,,,,,
69,1,1,62,22,9,9,Slide28.bmp,3334,4,9,0,9,5,21,24,11,4,13
,,,,,,,,,,,,,,,,,,
69,1,1,36,21,7,7,Slide24.bmp,7546,4,7,0,9,5,21,24,11,4,13
,,,,,,,,,,,,,,,,,,
69,1,1,27,17,1,1,Slide32.bmp,554,2,0,1,9,5,21,24,11,4,13
,,,,,,,,,,,,,,,,,,
69,1,1,23,14,5,5,Slide22.bmp,3554,2,5,0,9,5,21,24,11,4,13
,,,,,,,,,,,,,,,,,,
69,1,1,49,13,5,5,Slide26.bmp,6057,2,5,0,9,5,21,24,11,4,13
,,,,,,,,,,,,,,,,,,
70,1,1,66,41,9,9,Slide32.bmp,3382,2,0,1,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
70,1,1,50,38,7,7,Slide27.bmp,6072,2,3,0,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
70,1,1,63,37,4,4,Slide29.bmp,3692,2,6,0,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
70,1,1,53,33,7,7,Slide32.bmp,2043,6,0,7,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
70,1,1,37,30,2,2,Slide25.bmp,1623,6,8,0,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
70,1,1,36,29,7,7,Slide24.bmp,2050,6,7,0,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
70,1,1,40,25,1,1,Slide32.bmp,1541,4,0,9,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
70,1,1,10,22,8,8,Slide20.bmp,2411,4,8,0,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
70,1,1,49,21,7,7,Slide26.bmp,3439,4,7,0,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
70,1,1,27,17,4,4,Slide32.bmp,1635,1,0,4,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
70,1,1,11,14,2,2,Slide21.bmp,2260,1,8,0,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
70,1,1,62,13,9,9,Slide28.bmp,3099,1,9,0,9,6,24,16,15,3,1
,,,,,,,,,,,,,,,,,,
71,1,1,66,41,1,1,Slide32.bmp,1289,6,0,9,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
71,1,1,11,38,1,1,Slide21.bmp,4170,6,9,0,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
71,1,1,50,37,1,1,Slide27.bmp,3495,6,9,0,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
71,1,1,40,25,2,2,Slide32.bmp,1159,1,0,8,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
71,1,1,36,22,8,8,Slide24.bmp,2426,1,8,0,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
71,1,1,24,21,2,2,Slide23.bmp,3724,1,8,0,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
71,1,1,27,17,9,9,Slide32.bmp,2679,2,0,9,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
71,1,1,23,14,5,5,Slide22.bmp,4776,2,5,0,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
71,1,1,37,13,3,3,Slide25.bmp,3422,2,7,0,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
71,1,1,14,9,1,1,Slide32.bmp,1688,4,0,9,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
71,1,1,49,6,4,4,Slide26.bmp,4215,4,4,0,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
71,1,1,63,5,1,1,Slide29.bmp,5050,4,9,0,9,7,25,23,9,2,14
,,,,,,,,,,,,,,,,,,
72,1,1,53,33,1,1,Slide32.bmp,541,4,0,1,13,3,17,13,13,10,0
,,,,,,,,,,,,,,,,,,
72,1,1,37,30,3,3,Slide25.bmp,4365,4,7,0,13,3,17,13,13,10,0
,,,,,,,,,,,,,,,,,,
72,1,1,23,29,5,5,Slide22.bmp,2154,4,5,0,13,3,17,13,13,10,0
,,,,,,,,,,,,,,,,,,
72,1,1,40,25,5,5,Slide32.bmp,2127,1,0,5,13,3,17,13,13,10,0
,,,,,,,,,,,,,,,,,,
72,1,1,10,22,3,3,Slide20.bmp,3254,1,3,0,13,3,17,13,13,10,0
,,,,,,,,,,,,,,,,,,
72,1,1,63,21,4,4,Slide29.bmp,2628,1,6,0,13,3,17,13,13,10,0
,,,,,,,,,,,,,,,,,,
72,1,1,27,17,4,4,Slide32.bmp,1661,2,0,4,13,3,17,13,13,10,0
,,,,,,,,,,,,,,,,,,
72,1,1,49,14,7,7,Slide26.bmp,2859,2,7,0,13,3,17,13,13,10,0
,,,,,,,,,,,,,,,,,,
72,1,1,50,13,5,5,Slide27.bmp,3133,2,5,0,13,3,17,13,13,10,0
,,,,,,,,,,,,,,,,,,
73,1,1,66,41,1,1,Slide32.bmp,1551,2,0,9,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
73,1,1,11,38,3,3,Slide21.bmp,3141,2,7,0,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
73,1,1,49,37,8,8,Slide26.bmp,2770,2,8,0,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
73,1,1,53,33,8,8,Slide32.bmp,732,1,0,8,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
73,1,1,62,30,9,9,Slide28.bmp,2488,1,9,0,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
73,1,1,63,29,4,4,Slide29.bmp,4609,1,6,0,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
73,1,1,40,25,1,1,Slide32.bmp,533,6,0,9,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
73,1,1,37,22,4,4,Slide25.bmp,3153,6,6,0,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
73,1,1,36,21,8,8,Slide24.bmp,2072,6,8,0,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
73,1,1,27,17,5,5,Slide32.bmp,1916,4,0,5,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
73,1,1,50,14,7,7,Slide27.bmp,5006,4,3,0,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
73,1,1,10,13,6,6,Slide20.bmp,8457,4,6,0,5,8,24,22,5,-3,17
,,,,,,,,,,,,,,,,,,
74,1,1,66,41,3,3,Slide32.bmp,908,4,0,7,9,7,17,19,12,2,7
,,,,,,,,,,,,,,,,,,
74,1,1,11,38,6,6,Slide21.bmp,7101,4,4,0,9,7,17,19,12,2,7
,,,,,,,,,,,,,,,,,,
74,1,1,49,37,7,7,Slide26.bmp,7610,4,7,0,9,7,17,19,12,2,7
,,,,,,,,,,,,,,,,,,
74,1,1,53,33,8,8,Slide32.bmp,2317,1,0,8,9,7,17,19,12,2,7
,,,,,,,,,,,,,,,,,,
74,1,1,24,30,7,7,Slide23.bmp,5365,1,3,0,9,7,17,19,12,2,7
,,,,,,,,,,,,,,,,,,
74,1,1,23,29,5,5,Slide22.bmp,4441,1,5,0,9,7,17,19,12,2,7
,,,,,,,,,,,,,,,,,,
75,1,1,66,41,3,3,Slide32.bmp,474,6,0,7,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,37,38,1,1,Slide25.bmp,1946,6,9,0,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,49,37,9,9,Slide26.bmp,1759,6,9,0,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,53,33,9,9,Slide32.bmp,610,7,0,9,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,10,30,1,1,Slide20.bmp,1691,7,1,0,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,23,29,6,6,Slide22.bmp,5564,7,6,0,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,40,25,5,5,Slide32.bmp,2180,1,0,5,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,50,22,3,3,Slide27.bmp,5058,1,7,0,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,11,21,1,1,Slide21.bmp,2677,1,9,0,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,27,17,5,5,Slide32.bmp,2072,2,0,5,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,24,14,5,5,Slide23.bmp,6235,2,5,0,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,62,13,8,8,Slide28.bmp,3693,2,8,0,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,14,9,9,9,Slide32.bmp,2258,4,0,1,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,36,6,8,8,Slide24.bmp,4677,4,8,0,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
75,1,1,63,5,3,3,Slide29.bmp,11348,4,7,0,6,7,19,17,9,-1,8
,,,,,,,,,,,,,,,,,,
76,1,1,40,25,3,3,Slide32.bmp,1495,2,0,7,9,5,21,14,17,4,-3
,,,,,,,,,,,,,,,,,,
76,1,1,50,22,1,1,Slide27.bmp,4428,2,9,0,9,5,21,14,17,4,-3
,,,,,,,,,,,,,,,,,,
76,1,1,24,21,1,1,Slide23.bmp,2828,2,9,0,9,5,21,14,17,4,-3
,,,,,,,,,,,,,,,,,,
76,1,1,27,17,9,9,Slide32.bmp,3033,4,0,9,9,5,21,14,17,4,-3
,,,,,,,,,,,,,,,,,,
76,1,1,36,14,9,9,Slide24.bmp,8377,4,9,0,9,5,21,14,17,4,-3
,,,,,,,,,,,,,,,,,,
76,1,1,49,13,9,9,Slide26.bmp,3433,4,9,0,9,5,21,14,17,4,-3
,,,,,,,,,,,,,,,,,,
76,1,1,14,9,7,7,Slide32.bmp,4038,1,0,3,9,5,21,14,17,4,-3
,,,,,,,,,,,,,,,,,,
76,1,1,37,6,1,1,Slide25.bmp,3536,1,9,0,9,5,21,14,17,4,-3
,,,,,,,,,,,,,,,,,,
76,1,1,63,5,2,2,Slide29.bmp,11567,1,8,0,9,5,21,14,17,4,-3
,,,,,,,,,,,,,,,,,,
77,1,1,66,41,3,3,Slide32.bmp,1373,1,0,7,6,6,22,19,10,0,9
,,,,,,,,,,,,,,,,,,
77,1,1,36,38,8,8,Slide24.bmp,3579,1,8,0,6,6,22,19,10,0,9
,,,,,,,,,,,,,,,,,,
77,1,1,63,37,3,3,Slide29.bmp,2360,1,7,0,6,6,22,19,10,0,9
,,,,,,,,,,,,,,,,,,
77,1,1,53,33,8,8,Slide32.bmp,1655,2,0,8,6,6,22,19,10,0,9
,,,,,,,,,,,,,,,,,,
77,1,1,37,30,4,4,Slide25.bmp,2682,2,6,0,6,6,22,19,10,0,9
,,,,,,,,,,,,,,,,,,
77,1,1,50,29,3,3,Slide27.bmp,2012,2,7,0,6,6,22,19,10,0,9
,,,,,,,,,,,,,,,,,,
77,1,1,14,9,2,2,Slide32.bmp,2538,4,0,8,6,6,22,19,10,0,9
,,,,,,,,,,,,,,,,,,
77,1,1,62,6,8,8,Slide28.bmp,3838,4,8,0,6,6,22,19,10,0,9
,,,,,,,,,,,,,,,,,,
77,1,1,11,5,5,5,Slide21.bmp,10778,4,5,0,6,6,22,19,10,0,9
,,,,,,,,,,,,,,,,,,
78,1,1,53,33,7,7,Slide32.bmp,909,2,0,7,8,2,10,15,14,6,1
,,,,,,,,,,,,,,,,,,
78,1,1,24,30,3,3,Slide23.bmp,3388,2,7,0,8,2,10,15,14,6,1
,,,,,,,,,,,,,,,,,,
78,1,1,11,29,3,3,Slide21.bmp,4698,2,7,0,8,2,10,15,14,6,1
,,,,,,,,,,,,,,,,,,
78,1,1,27,17,9,9,Slide32.bmp,609,4,0,9,8,2,10,15,14,6,1
,,,,,,,,,,,,,,,,,,
78,1,1,23,14,6,6,Slide22.bmp,5355,4,6,0,8,2,10,15,14,6,1
,,,,,,,,,,,,,,,,,,
78,1,1,50,13,3,3,Slide27.bmp,4356,4,7,0,8,2,10,15,14,6,1
,,,,,,,,,,,,,,,,,,
78,1,1,14,9,5,5,Slide32.bmp,7485,1,0,5,8,2,10,15,14,6,1
,,,,,,,,,,,,,,,,,,
78,1,1,10,6,4,4,Slide20.bmp,12544,1,4,0,8,2,10,15,14,6,1
,,,,,,,,,,,,,,,,,,
78,1,1,62,5,8,8,Slide28.bmp,9276,1,8,0,8,2,10,15,14,6,1
,,,,,,,,,,,,,,,,,,
79,1,1,53,33,7,7,Slide32.bmp,1981,4,0,7,4,7,20,17,12,-3,5
,,,,,,,,,,,,,,,,,,
79,1,1,62,30,9,9,Slide28.bmp,3913,4,9,0,4,7,20,17,12,-3,5
,,,,,,,,,,,,,,,,,,
79,1,1,37,29,1,1,Slide25.bmp,2954,4,9,0,4,7,20,17,12,-3,5
,,,,,,,,,,,,,,,,,,
79,1,1,40,25,3,3,Slide32.bmp,2299,1,0,7,4,7,20,17,12,-3,5
,,,,,,,,,,,,,,,,,,
79,1,1,49,22,8,8,Slide26.bmp,2610,1,8,0,4,7,20,17,12,-3,5
,,,,,,,,,,,,,,,,,,
79,1,1,10,21,3,3,Slide20.bmp,8902,1,3,0,4,7,20,17,12,-3,5
,,,,,,,,,,,,,,,,,,
79,1,1,27,17,5,5,Slide32.bmp,1938,2,0,5,4,7,20,17,12,-3,5
,,,,,,,,,,,,,,,,,,
79,1,1,63,14,1,1,Slide29.bmp,1841,2,9,0,4,7,20,17,12,-3,5
,,,,,,,,,,,,,,,,,,
79,1,1,23,13,1,1,Slide22.bmp,5359,2,1,0,4,7,20,17,12,-3,5
,,,,,,,,,,,,,,,,,,
80,1,1,66,41,1,1,Slide32.bmp,1284,4,0,9,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
80,1,1,11,38,8,8,Slide21.bmp,4641,4,2,0,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
80,1,1,50,37,2,2,Slide27.bmp,5446,4,8,0,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
80,1,1,53,33,9,9,Slide32.bmp,1637,7,0,9,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
80,1,1,10,30,2,2,Slide20.bmp,6853,7,2,0,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
80,1,1,63,29,6,6,Slide29.bmp,6536,7,4,0,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
80,1,1,40,25,1,1,Slide32.bmp,2256,1,0,9,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
80,1,1,23,22,5,5,Slide22.bmp,4219,1,5,0,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
80,1,1,49,21,4,4,Slide26.bmp,9405,1,4,0,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
80,1,1,14,9,9,9,Slide32.bmp,5242,2,0,1,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
80,1,1,24,6,2,2,Slide23.bmp,5964,2,8,0,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
80,1,1,62,5,8,8,Slide28.bmp,8050,2,8,0,4,4,25,14,14,0,0
,,,,,,,,,,,,,,,,,,
81,1,1,66,41,7,7,Slide32.bmp,2428,1,0,3,5,4,22,18,9,1,9
,,,,,,,,,,,,,,,,,,
81,1,1,49,38,9,9,Slide26.bmp,2509,1,9,0,5,4,22,18,9,1,9
,,,,,,,,,,,,,,,,,,
81,1,1,37,37,2,2,Slide25.bmp,2077,1,8,0,5,4,22,18,9,1,9
,,,,,,,,,,,,,,,,,,
81,1,1,27,17,8,8,Slide32.bmp,4365,4,0,8,5,4,22,18,9,1,9
,,,,,,,,,,,,,,,,,,
81,1,1,62,14,8,8,Slide28.bmp,6426,4,8,0,5,4,22,18,9,1,9
,,,,,,,,,,,,,,,,,,
81,1,1,50,13,3,3,Slide27.bmp,2628,4,7,0,5,4,22,18,9,1,9
,,,,,,,,,,,,,,,,,,
81,1,1,14,9,4,4,Slide32.bmp,4431,2,0,6,5,4,22,18,9,1,9
,,,,,,,,,,,,,,,,,,
81,1,1,11,6,5,5,Slide21.bmp,4622,2,5,0,5,4,22,18,9,1,9
,,,,,,,,,,,,,,,,,,
81,1,1,10,5,4,4,Slide20.bmp,8252,2,4,0,5,4,22,18,9,1,9
,,,,,,,,,,,,,,,,,,
82,1,1,53,33,1,1,Slide32.bmp,1545,4,0,1,6,7,16,18,6,-1,12
,,,,,,,,,,,,,,,,,,
82,1,1,62,30,7,7,Slide28.bmp,5044,4,7,0,6,7,16,18,6,-1,12
,,,,,,,,,,,,,,,,,,
82,1,1,63,29,8,8,Slide29.bmp,3673,4,2,0,6,7,16,18,6,-1,12
,,,,,,,,,,,,,,,,,,
82,1,1,40,25,1,1,Slide32.bmp,1064,1,0,9,6,7,16,18,6,-1,12
,,,,,,,,,,,,,,,,,,
